,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
759,Senior Manager Compensation & Benefits METAP,Abbott Healthcare Products Ltd,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",1
760,"Business Development Representative, ME",Denodo,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Business Development, IT/Software Development, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Social Media, English, CRM",1
761,QA Lead - Dubai,Phygrid,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, information technology (it), computer science, quality assurance, qa, quality, software, javascript",0
762,Junior Software Engineer - Global/Remote,MixRank,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Engineering, Software Development, Engineering, Software Testing, Software",0
763,Senior Sales Manager,Raya Trade & Distribution,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, IT/Software Development, Sales/Retail, Sales, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Marketing",1
764,Senior Installation Engineer - part Time,Tatbeek,Egypt,Cairo,Part Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Electrical Engineering",0
765,Projects Associate,IDEX Consulting Ltd,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Project Management, PMP, Information Technology (IT), Computer Science, Engineering, Software Engineering, Risk Management",0
766,NMR Service Engineer (m/f/d),Bruker,SaudiArabia,Makkah,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Customer Service, Information Technology (IT), Maintenance, Computer Science, Mechanical Engineering",0
767,PX 4 Developer in Abu Dhabi,Unikie,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Medical/Healthcare, Engineering - Telecom/Technology, information technology (it), computer science, healthcare, medical, software development, git, software",0
768,Intern - Teaching Assistant (Tech),Simplilearn,SaudiArabia,Riyadh,Freelance / Project,Not Specified,Entry Level,Not Specified,"Accounting/Finance, Marketing/PR/Advertising, Media/Journalism/Publishing, Accounting, Finance, Auditing, Marketing, Microsoft Office, Financial Analysis, Social Media",2
769,Intern - Shopper & Customer Marketing,Beiersdorf,UnitedArabEmirates,Dubai,Full Time,Not Specified,Student,Not Specified,"Accounting/Finance, Marketing/PR/Advertising, Media/Journalism/Publishing, Accounting, Finance, Auditing, Marketing, Microsoft Office, Financial Analysis, Social Media",2
770,"Finance Associate, UAE",Flat6Labs Accelerator Company,UnitedArabEmirates,Abu Dhabi,Full Time,Not Specified,Not specified,Not Specified,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, Accounting, Finance, Commerce, Microsoft Office, C#, Computer Science, Information Technology (IT)",0
771,Chief Marketing Officer,Realiste,UnitedArabEmirates,Dubai,Full Time,Not Specified,Senior Management,Not Specified,"Accounting/Finance, Operations/Management, C-Level Executive/GM/Director, Finance, Accounting, Financial Management, Financial Analysis, Management, Marketing, MBA",2
772,Senior Technical Program Manager,aiXplain,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Project/Program Management, Analyst/Research, Project Management, Computer Science, Information Technology (IT), Program Management, Management, PMP, Telecommunication",2
773,Associate Threat Intelligence Analyst,M-KOPA,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Accounting/Finance, IT/Software Development, Analyst/Research, information technology (it), business analysis, computer science, siem, analysis, management, reporting",2
774,Technical Manager,Group Lotus,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Engineering - Telecom/Technology, Engineering, Project Management, Information Technology (IT), Computer Science, Technical Office, Civil Engineering, Management",0
775,Technology Strategy & Advisory Senior Manager,Accenture Middle East,Qatar,Doha,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Sales, Sales Skills, Customer Support, Sales Target, Sales Strategies",1
776,Game Programmer - Abu Dhabi,Keywords Studios,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, computer science, information technology (it), software development, c#, programming, game development, art",0
777,AI & ML Engineer,High5,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, AI, Information Technology (IT), Computer Science, Python, Engineering, Software Engineering, Software Development",0
778,Junior Cost Engineer/Junior Consultant,Acuity International,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Computer Science, Information Technology (IT), Sales, Sales Skills, AutoCAD, Electrical Engineering",0
779,PHP / Laravel Developer,SOLVEDISA PROGRAMMING SOLUTIONS,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, PHP, Information Technology (IT), Computer Science, Software Development, Laravel, javaScript, MySQL",0
780,Intern - Sales,Beiersdorf,SaudiArabia,Makkah,Full Time,Not Specified,Student,Not Specified,"Accounting/Finance, Marketing/PR/Advertising, Media/Journalism/Publishing, Accounting, Finance, Auditing, Marketing, Microsoft Office, Financial Analysis, Social Media",2
781,CHANNEL ACCOUNT MANAGER,Belden Inc.,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Customer Service/Support, Marketing/PR/Advertising, Sales/Retail, Sales, Sales Skills, Customer Service, Sales Target, Customer Support, Customer Care, Account Management",1
782,Professional Services Consultant,LexisNexis Risk Solutions,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Microsoft Office, Accounting, Finance, Commerce, Customer Care",0
783,Senior Cost Engineer/Senior Consultant,Acuity International,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Engineering, Information Technology (IT), Computer Science, Sales, Sales Skills, Sales Target, Software Engineering",1
784,Banking & Finance Lawyer,IDEX Consulting Ltd,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, Banking, IT/Software Development, Banking, Finance, Accounting, Financial Analysis, Sales, Information Technology (IT), Customer Service",2
785,Customer Success Manager (Travel),PROS,Qatar,Doha,Full Time,Not Specified,Experienced,Not Specified,"Customer Service/Support, Operations/Management, Sales/Retail, Customer Service, Customer Care, Customer Support, Management, Sales, Call Center, Sales Skills",1
786,Customer Success Consultant,Clarivate,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Customer Service/Support, IT/Software Development, Sales/Retail, Customer Service, Customer Support, Customer Care, Sales, Sales Skills, Client Relationships, Microsoft Office",1
787,Junior Fullstack Developer - Dubai,Global Talent Exchange,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Business Development, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Development, javaScript, Software Engineering, HTML, CSS",0
788,Director Partnerships Development,Pulse iD,UnitedArabEmirates,Dubai,Full Time,Not Specified,Manager,Not Specified,"Business Development, Operations/Management, Sales/Retail, Business Development, Sales, Marketing, Management, Architecture, Business, Civil Engineering",1
789,Senior Forensics Specialist,International Committee of the Red Cross,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Human Resources, Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Human Resources (HR), E-marketing, Microsoft Office, Digital Marketing, Media",2
790,Associate - Sustainable Engagement,Skill Farm,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Business Development, Customer Service/Support, Sales/Retail, Sales Skills, Customer Service, Sales Target, Sales, Marketing, Outdoor Sales, Business Development",1
791,Business Central/NAV Technical Consultant,Swisslog,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, sales, erp, management, design",0
792,Machine Learning Engineer,HackerPulse,Kuwait,Kuwait City,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Machine Learning, Computer Science, Information Technology (IT), Python, Software Engineering, Computer Engineering, Engineering",0
793,"Business Architect on-site Dubai, UAE",Outvise,UnitedArabEmirates,Dubai,Freelance / Project,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, software development, management, analysis, architecture",0
794,"Lead Consultant-Oracle EPM-Sharjah ,Dubai",Infosys,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Accounting/Finance, IT/Software Development, Engineering - Telecom/Technology, computer science, information technology (it), oracle, accounting, epm, engineering, finance",0
795,Senior Specialist QHSE,Rail Personnel,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Human Resources, Marketing/PR/Advertising, Media/Journalism/Publishing, Marketing, Social Media, Human Resources (HR), E-marketing, Microsoft Office, Digital Marketing, Media",2
796,Business Architect on-site Riyadh,Outvise,SaudiArabia,Riyadh,Freelance / Project,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, computer engineering, architecture, design, communication skills",0
797,Network Engineer,Quadcode,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, Computer Engineering, Networks, Installation",0
